Evaluacion,Grado10,Grado20,Grado30,Grado40,Grado50,Grado60,Grado70,Grado80,Grado90,Grado100,Grado110,Grado120,Grado130,Grado140,Grado150,Grado160,Grado170,Grado180,Grado190,Grado200,Grado210,Grado220,Grado230,Grado240,Grado250,Grado260,Grado270,Grado280,Grado290,Grado300,Grado310,Grado320,Grado330,Grado340,Grado350,Grado360,Grado370,Grado380,Grado390,Grado400,Grado410,Grado420,Grado430,Grado440,Grado450,Grado460,Grado470,Grado480,Grado490,Grado500,Grado510,Grado520,Grado530,Grado540,Grado550,Grado560,Grado570,Grado580,Grado590,Grado600,Grado610,Grado620,Grado630,Grado640,Grado650,Grado660,Grado670,Grado680,Grado690,Grado700,Grado710,Grado720,Grado730,Grado740,Grado750,Grado760,Grado770,Grado780,Grado790,Grado800,Grado810,Grado820,Grado830,Grado840,Grado850,Grado860,Grado870,Grado880,Grado890,Grado900,Grado910,Grado920,Grado930,Grado940,Grado950,Grado960,Grado970,Grado980,Grado990,Grado1000
606,500,1400,3100,4300,7100,10000,13500,17200,21900,26700,32300,38300,44800,51800,59300,67400,76000,92600,95100,105300,116200,127600,139600,152800,166200,189500,194000,216900,224100,239900,256400,273400,290800,319600,327600,354600,406200,391300,416200,437000,458800,473300,504400,527800,552200,576500,602100,627700,661100,681200,708600,736900,771700,914700,1.2484e+06,855300,885900,916900,955000,981300,1.0203e+06,1.0544e+06,1.2952e+06,1.1334e+06,1.1582e+06,1.1943e+06,1.2303e+06,1.2667e+06,1.3106e+06,1.3426e+06,1.3812e+06,1.4257e+06,1.4795e+06,1.5036e+06,1.538e+06,1.5862e+06,1.6279e+06,1.6702e+06,1.7077e+06,1.7496e+06,1.8034e+06,2.326e+06,2.3691e+06,2.3436e+06,2.3957e+06,2.4707e+06,2.4863e+06,2.5646e+06,2.6348e+06,2.7741e+06,2.8684e+06,2.9025e+06,2.8117e+06,2.9339e+06,2.9282e+06,3.155e+06,3.2284e+06,3.3028e+06,3.5052e+06,3.4474e+06
607,700,1700,3300,5600,8600,13800,18000,14800,22900,28000,33500,39800,46000,52700,73900,82900,76800,85700,95000,105200,127700,127600,139700,162000,165500,178800,202300,207800,223500,248100,255400,281400,305200,355300,399500,418100,430300,464600,498900,504400,483200,482100,504300,528500,552200,577000,602200,630200,654500,895100,701700,729400,830300,2.2497e+06,815900,845700,892500,920400,955700,986500,1.0234e+06,1.3938e+06,1.3633e+06,1.3367e+06,1.4612e+06,1.4959e+06,1.5389e+06,1.5843e+06,1.7095e+06,1.6956e+06,1.5427e+06,1.6088e+06,1.8748e+06,1.8962e+06,1.9725e+06,2.029e+06,1.8326e+06,1.716e+06,1.8204e+06,2.018e+06,1.8769e+06,1.8561e+06,1.8932e+06,1.9371e+06,2.0279e+06,2.0326e+06,2.5128e+06,2.5663e+06,2.6132e+06,2.6648e+06,2.956e+06,2.9184e+06,2.978e+06,3.0409e+06,3.1668e+06,3.2006e+06,3.2493e+06,3.3356e+06,3.4397e+06,3.4491e+06
608,900,1900,3600,6700,9000,12400,16900,21600,27200,34700,42300,49400,57800,65300,74600,84800,95700,120800,118900,133900,132600,129300,141500,167000,165800,179000,201800,208000,223200,248000,255500,279600,296200,315700,333600,345900,372400,393100,406800,435500,457000,430600,511000,530300,551500,575300,600900,626300,652800,686000,718400,728700,770200,795300,828800,852900,889500,906100,951500,985700,1.0123e+06,1.0521e+06,1.0863e+06,1.1258e+06,1.1572e+06,1.1919e+06,1.2288e+06,1.272e+06,1.3206e+06,1.3473e+06,1.3812e+06,1.4195e+06,1.4638e+06,1.5035e+06,1.5383e+06,1.5867e+06,1.6298e+06,1.6707e+06,1.708e+06,1.7578e+06,1.8015e+06,1.8462e+06,1.8921e+06,1.9365e+06,2.0052e+06,2.0371e+06,2.1004e+06,2.4283e+06,2.5616e+06,2.5905e+06,2.6405e+06,2.938e+06,2.9903e+06,3.0532e+06,3.1932e+06,3.1831e+06,3.2502e+06,3.3357e+06,3.331e+06,3.328e+06
609,700,2000,3200,5200,7800,10800,14300,18500,22700,27300,32700,38600,45200,52200,59500,67500,87500,85400,95200,105500,116300,135500,139700,152300,172700,178900,193100,214900,223200,246000,255500,279300,289900,314900,326700,351400,381400,403500,407400,438100,457500,479600,502700,526000,550300,575000,600200,626000,652400,690400,707000,769800,764800,793700,829500,853100,891000,915300,954300,986000,1.013e+06,1.2019e+06,1.3484e+06,1.3936e+06,1.4386e+06,1.4846e+06,1.5204e+06,1.565e+06,1.4494e+06,1.3478e+06,1.3803e+06,1.6461e+06,1.8036e+06,1.8461e+06,1.8722e+06,1.9328e+06,1.9667e+06,2.0604e+06,2.3887e+06,2.2758e+06,2.1609e+06,2.02e+06,1.8995e+06,2.3868e+06,2.4865e+06,2.5398e+06,2.6067e+06,2.6468e+06,2.7793e+06,2.8632e+06,2.8505e+06,2.9125e+06,2.8595e+06,2.8801e+06,3.085e+06,3.0494e+06,3.3383e+06,3.325e+06,3.4463e+06,3.4707e+06
610,800,1700,18700,5400,7400,10400,13700,10900,21900,26900,32600,38700,44900,52000,73400,67400,76100,85200,95100,105400,116400,127700,139800,159600,165300,180500,205000,208000,223100,248900,255600,280800,290000,316300,334700,346000,373600,394200,406700,441500,458100,532300,669300,528300,551400,576200,616400,628800,654000,680600,709300,737300,766300,794800,825700,855800,891400,1.1504e+06,1.1838e+06,973600,1.0873e+06,1.23e+06,1.151e+06,1.108e+06,1.1753e+06,1.1976e+06,1.2258e+06,1.2664e+06,1.307e+06,1.3403e+06,1.3788e+06,1.4244e+06,1.4574e+06,1.504e+06,1.5408e+06,1.587e+06,1.6396e+06,1.6652e+06,1.714e+06,1.7575e+06,1.8008e+06,1.8536e+06,1.9038e+06,1.9398e+06,1.9827e+06,2.0356e+06,2.0789e+06,2.1315e+06,2.1739e+06,2.2427e+06,2.2785e+06,2.3288e+06,2.3792e+06,2.4297e+06,2.488e+06,2.5425e+06,2.9415e+06,2.6533e+06,2.712e+06,3.1844e+06
611,900,2200,3400,5300,7600,10300,13500,17300,36900,26800,32600,38700,44900,51800,59300,67400,84700,85200,95000,105200,116200,137000,141300,152800,184600,179000,193200,219300,223200,247200,253800,279800,290000,316000,326700,352800,372700,385900,413700,435200,457600,472700,495800,526300,550300,575100,600500,627800,653500,688300,717400,745400,780500,795400,822900,858400,883200,920600,952900,979000,1.0247e+06,1.0517e+06,1.0861e+06,1.1243e+06,1.156e+06,1.1922e+06,1.228e+06,1.2649e+06,1.3027e+06,1.34e+06,1.3861e+06,1.4183e+06,1.464e+06,1.4995e+06,1.5456e+06,1.5798e+06,1.6222e+06,1.6775e+06,1.719e+06,1.7577e+06,1.8013e+06,1.8462e+06,1.8916e+06,1.9365e+06,1.9832e+06,2.0427e+06,2.3868e+06,2.1342e+06,2.1755e+06,2.2247e+06,2.2931e+06,2.328e+06,2.3781e+06,2.4334e+06,2.4822e+06,2.5357e+06,2.5904e+06,2.641e+06,2.701e+06,2.7627e+06
612,600,1400,2700,4600,6900,9900,13500,31600,22900,27900,33200,38800,45100,51900,59400,82900,76100,85200,95100,105300,125500,127600,139600,152300,172700,178900,181200,215800,223100,239000,261200,284100,290500,318300,326600,353900,365500,405700,422600,436900,450100,480300,502800,526500,550400,575400,600800,626500,652400,679600,719000,735300,763700,798600,829800,856300,884800,922300,947900,989700,1.0192e+06,1.0467e+06,1.081e+06,1.1221e+06,1.1955e+06,1.4163e+06,1.4482e+06,1.4976e+06,1.5337e+06,1.6395e+06,1.6661e+06,1.6786e+06,1.7976e+06,1.835e+06,2.1655e+06,1.9653e+06,2.0145e+06,2.0525e+06,2.2319e+06,1.915e+06,1.9303e+06,2.1274e+06,2.1923e+06,2.1387e+06,2.2148e+06,2.2874e+06,2.2946e+06,3.9921e+06,2.7212e+06,2.7359e+06,2.8188e+06,2.9252e+06,2.9247e+06,3.2145e+06,3.0081e+06,3.1477e+06,2.7438e+06,2.9984e+06,2.9294e+06,3.4697e+06
613,1000,1800,3300,5500,7700,10500,13700,17500,22000,26900,32600,38500,45000,51800,59400,67500,76100,85300,95100,105400,128700,127800,139800,152100,165500,190700,193200,207900,262000,239100,291200,247800,243400,323800,328300,347500,382000,402600,407400,438200,457600,479300,504300,528900,551400,721700,752600,785300,818800,851700,893600,920900,956900,1.3093e+06,984100,965300,946800,977000,1.0266e+06,996000,1.0139e+06,1.0529e+06,1.086e+06,1.1214e+06,1.1623e+06,1.1936e+06,1.2293e+06,1.2707e+06,1.3042e+06,1.3477e+06,1.3872e+06,1.4195e+06,1.4657e+06,1.5054e+06,1.5478e+06,1.5877e+06,1.6226e+06,1.6737e+06,1.7145e+06,1.7593e+06,1.8746e+06,1.8472e+06,1.893e+06,1.9379e+06,1.985e+06,2.0338e+06,1.7535e+06,2.3655e+06,2.1939e+06,2.241e+06,2.3321e+06,2.3532e+06,2.4077e+06,2.4416e+06,2.4997e+06,2.564e+06,2.6038e+06,2.6531e+06,2.6992e+06,2.7618e+06
614,700,1800,2900,5000,7400,10300,13600,17600,21900,26900,32600,38400,45000,51800,59400,76400,76100,85400,95000,105300,126300,127800,139800,152200,172900,179000,193100,207900,223200,246200,255600,279600,290100,315200,326600,353200,372700,386000,413700,435700,457500,472900,509300,532900,551200,575100,600500,626300,652800,679400,707300,741500,763500,793300,828400,852800,892400,809900,952600,989400,1.0244e+06,1.0456e+06,1.0864e+06,1.3605e+06,1.5127e+06,1.4931e+06,1.4806e+06,1.3608e+06,1.3137e+06,1.3402e+06,1.379e+06,1.4241e+06,1.4576e+06,1.5043e+06,1.5463e+06,1.5762e+06,1.6297e+06,1.8029e+06,1.9054e+06,1.9544e+06,1.9287e+06,1.9718e+06,1.887e+06,2.1089e+06,2.0456e+06,2.0461e+06,2.0997e+06,2.1443e+06,2.1938e+06,2.2344e+06,2.2915e+06,2.3333e+06,2.3901e+06,2.4424e+06,2.4978e+06,2.5462e+06,2.6042e+06,2.6543e+06,2.7134e+06,2.7606e+06
615,700,1800,3200,5300,7800,10500,13700,17600,22000,21300,32600,38700,45000,51900,59400,67500,76000,85300,95100,131700,116200,127600,139600,161300,165200,178900,202000,207900,230300,238900,255500,272500,297700,308000,334000,345800,373000,393000,406900,438200,457200,479700,502800,526100,558700,587400,600800,626400,653800,679800,707000,741500,763600,792800,828300,852600,902500,1.0103e+06,997100,989800,1.0221e+06,1.0524e+06,1.0861e+06,1.1213e+06,1.1567e+06,1.1919e+06,1.2281e+06,1.2649e+06,1.3103e+06,1.4929e+06,1.3904e+06,1.4296e+06,1.466e+06,1.4981e+06,1.5452e+06,1.5903e+06,1.6527e+06,1.6728e+06,1.8612e+06,1.7594e+06,1.8028e+06,1.8464e+06,2.0048e+06,2.4073e+06,2.278e+06,2.1453e+06,2.1885e+06,2.1625e+06,2.1839e+06,2.2545e+06,2.2853e+06,2.3404e+06,2.3912e+06,2.4545e+06,2.4951e+06,2.5456e+06,2.5993e+06,2.6634e+06,2.7068e+06,2.7694e+06
616,600,1800,3100,5000,7200,10100,13400,17400,21900,27000,32200,38700,44700,51800,59300,76000,77400,86100,95600,105500,131300,127800,139700,152200,165300,179000,200700,208000,223200,246300,255600,279400,290000,315000,326800,346000,372500,386100,421400,428500,543600,483100,539000,622700,691000,721700,753200,738900,818700,852800,834500,939100,958400,1.0017e+06,1.0314e+06,861200,900200,957500,1.0054e+06,996100,1.0473e+06,1.0542e+06,1.0808e+06,1.1817e+06,1.2279e+06,1.2559e+06,1.2942e+06,1.3175e+06,1.3037e+06,1.3416e+06,1.4031e+06,1.4199e+06,1.4591e+06,1.8173e+06,1.5404e+06,1.5871e+06,1.6295e+06,1.6654e+06,1.7257e+06,1.7592e+06,1.8032e+06,1.8486e+06,1.8929e+06,1.9388e+06,2.0159e+06,2.0434e+06,2.0947e+06,2.1404e+06,2.1853e+06,2.7203e+06,2.8454e+06,2.7922e+06,2.9576e+06,3.1211e+06,3.1058e+06,3.1709e+06,3.2387e+06,3.3243e+06,3.4294e+06,3.4601e+06
617,900,2200,4100,7200,7800,10800,14400,17900,22100,27000,32700,39700,46500,67100,61300,68000,76600,85400,95100,119600,116300,127700,139600,161100,166100,179000,193400,208600,223200,245500,245300,282000,290200,316000,326800,353300,373600,386000,414800,435600,458100,472700,503800,527400,551300,576200,601600,630300,820500,853800,886000,920900,956600,993600,996400,1.0102e+06,1.1143e+06,1.0922e+06,1.1626e+06,981400,1.2879e+06,1.3055e+06,1.3388e+06,1.3654e+06,1.4117e+06,1.4035e+06,1.4465e+06,1.5728e+06,1.3053e+06,1.3419e+06,1.387e+06,1.4202e+06,1.4593e+06,1.4996e+06,1.5462e+06,1.8107e+06,1.6974e+06,1.7137e+06,2.1437e+06,2.1808e+06,2.2539e+06,2.3693e+06,2.4387e+06,2.4357e+06,2.494e+06,2.5729e+06,2.626e+06,2.6682e+06,2.7201e+06,2.6873e+06,2.6907e+06,2.4894e+06,2.5736e+06,3.0404e+06,3.0669e+06,3.0936e+06,3.173e+06,3.1704e+06,3.2906e+06,3.2707e+06
618,800,2500,4000,6500,9900,10500,17700,18400,25400,27900,32600,38700,44900,51800,59400,67400,76000,85200,95000,105400,126200,128400,139500,152100,165100,179100,193200,215200,223300,239000,262400,272500,296700,308200,326600,354000,365600,392900,413800,435300,450000,479600,502600,526100,550300,575900,604300,627400,653300,680800,713500,734900,769000,798900,822000,852500,883000,920400,957600,991700,1.0179e+06,1.0533e+06,1.0871e+06,1.1223e+06,1.2038e+06,1.1963e+06,1.2288e+06,1.271e+06,1.3037e+06,1.3414e+06,1.3989e+06,1.4277e+06,1.4591e+06,1.5531e+06,1.5494e+06,1.657e+06,1.6453e+06,1.7208e+06,1.8981e+06,1.7677e+06,1.8122e+06,1.8574e+06,1.9025e+06,1.9475e+06,2.0002e+06,2.0413e+06,2.0958e+06,2.1397e+06,2.3221e+06,2.2363e+06,2.2808e+06,2.3242e+06,2.3746e+06,2.5243e+06,2.4864e+06,2.5367e+06,2.5904e+06,2.6517e+06,2.7015e+06,3.2206e+06
619,600,1700,3200,5200,7300,10300,13700,17500,21900,26900,32700,38400,45300,52200,59500,67500,85700,85300,95000,105400,116300,127700,137500,233900,323400,304200,194300,221100,223200,239100,263500,272500,297500,308100,326700,352800,365700,395100,413400,435200,450000,479800,502500,526000,550800,574900,604900,631800,655300,680400,707100,734900,763500,792700,829400,852600,889700,914900,963400,984300,1.0154e+06,1.0541e+06,1.0859e+06,1.1208e+06,1.1556e+06,1.1958e+06,1.2277e+06,1.2649e+06,1.3112e+06,1.3412e+06,1.3819e+06,1.4306e+06,1.4579e+06,1.5046e+06,1.5392e+06,1.5868e+06,1.6293e+06,1.7043e+06,1.7435e+06,1.7656e+06,1.8029e+06,1.8479e+06,1.8924e+06,1.9392e+06,1.9917e+06,2.0328e+06,2.0796e+06,2.5713e+06,2.7316e+06,2.8383e+06,2.8515e+06,2.916e+06,2.978e+06,3.0403e+06,3.1931e+06,3.1752e+06,3.3939e+06,3.3062e+06,3.379e+06,3.4887e+06
620,1200,3100,4200,7200,9200,13400,14300,18400,22600,27000,32600,38800,45000,51900,59400,81700,76100,85400,95100,105500,125700,127700,139700,152300,172400,179100,193200,207800,213500,240900,267000,273000,299400,308000,335000,386700,365500,394400,414900,428100,458200,480400,503500,527000,551100,576000,601300,627600,653700,680400,748200,920800,944900,1.0015e+06,985500,1.067e+06,1.0643e+06,1.1512e+06,1.1541e+06,1.1937e+06,1.2961e+06,1.074e+06,1.0903e+06,1.1606e+06,1.2296e+06,1.2737e+06,1.2284e+06,1.2654e+06,1.3047e+06,1.4104e+06,1.6447e+06,1.548e+06,1.5898e+06,1.6001e+06,1.5738e+06,1.7096e+06,1.6287e+06,1.667e+06,2.0784e+06,2.1399e+06,2.1863e+06,2.2368e+06,2.7185e+06,2.3764e+06,2.4178e+06,2.4446e+06,2.6025e+06,2.6709e+06,2.7213e+06,2.79e+06,2.8983e+06,2.929e+06,3.0263e+06,3.0523e+06,3.155e+06,3.1833e+06,3.2642e+06,3.3137e+06,3.384e+06,3.452e+06
621,800,2200,2500,3300,7400,10200,13700,17500,21800,27000,32600,38400,44800,51700,70100,67400,76000,85200,95000,105400,116300,127600,139600,159500,165300,178900,200000,219400,219500,251300,265900,272400,298900,308000,334000,346300,379100,394200,407200,428900,457400,479800,503600,526700,551200,575700,600800,626800,661600,680700,708000,741600,764200,794400,829300,852900,890000,915500,953200,986100,1.0339e+06,1.0523e+06,1.0858e+06,1.121e+06,1.1562e+06,1.1969e+06,1.2288e+06,1.2655e+06,1.3027e+06,1.3464e+06,1.3938e+06,1.4188e+06,1.4635e+06,1.4971e+06,1.5626e+06,1.5877e+06,1.6225e+06,1.6927e+06,1.7152e+06,1.7578e+06,1.8023e+06,1.8471e+06,1.8951e+06,1.9372e+06,1.9855e+06,2.0446e+06,2.2771e+06,2.5754e+06,2.6141e+06,2.7056e+06,2.8518e+06,2.9139e+06,2.9766e+06,3.0947e+06,3.0668e+06,3.1849e+06,3.3192e+06,3.3457e+06,3.3928e+06,3.4524e+06
622,900,2300,4200,6600,11300,14700,18200,22600,27500,33800,32600,38600,58000,51800,59300,67400,76100,85300,105700,105300,116200,127600,148700,152100,165300,188400,193200,208400,231900,296200,332100,363100,373600,384900,419700,443200,456900,493100,519200,546000,562500,601500,630300,659800,690100,595200,610000,636000,739700,730100,715800,735700,764000,792600,828400,852800,897500,915900,931400,997700,1.0751e+06,1.1092e+06,1.0889e+06,1.1213e+06,1.1586e+06,1.1917e+06,1.2366e+06,1.2664e+06,1.3044e+06,1.3411e+06,1.4888e+06,1.7343e+06,1.7752e+06,1.8188e+06,1.9047e+06,1.99e+06,1.7957e+06,1.849e+06,1.9428e+06,1.9786e+06,2.0699e+06,2.0973e+06,2.316e+06,2.4444e+06,2.4894e+06,2.5357e+06,2.3299e+06,2.3939e+06,2.5121e+06,2.5775e+06,2.619e+06,2.4819e+06,2.8839e+06,2.7655e+06,2.9324e+06,2.862e+06,3.0097e+06,3.2325e+06,3.3715e+06,3.4692e+06
623,900,2300,3800,5900,8200,10900,14400,18300,22700,27800,33500,49900,45700,52700,60100,68100,77000,86000,95900,106200,117100,147000,187600,191400,207400,237000,208400,209500,238800,239700,279300,272300,297700,308100,333900,345900,372800,393100,406700,428100,456900,479500,503000,526600,550400,574800,614200,635600,662900,685100,707400,734700,776800,809300,825300,861100,884800,922900,948500,988100,1.0416e+06,1.1922e+06,1.5441e+06,1.406e+06,1.4486e+06,1.4929e+06,1.5384e+06,1.5843e+06,1.6498e+06,1.6417e+06,1.4958e+06,1.5224e+06,1.8452e+06,1.8869e+06,1.9056e+06,1.729e+06,1.8681e+06,1.711e+06,1.7147e+06,1.7574e+06,1.8032e+06,1.8467e+06,1.8985e+06,1.949e+06,1.9833e+06,2.0365e+06,2.0772e+06,2.1285e+06,2.5351e+06,2.7022e+06,2.653e+06,2.7415e+06,3.0907e+06,3.1382e+06,3.156e+06,3.1716e+06,3.3188e+06,3.3325e+06,3.3872e+06,3.4269e+06
624,800,2200,4000,6800,7500,10300,13700,17600,22000,41200,32500,38700,45100,52000,59500,67500,76200,94400,95000,105500,116200,134900,139800,153900,180400,180700,194600,230100,223600,249200,255600,281000,290000,315200,326700,352900,372600,385900,413900,435100,457200,472700,495500,524700,551500,575300,600300,626400,659200,661300,718900,735500,764000,793300,822800,852800,891300,914900,956400,1.009e+06,1.0139e+06,1.0461e+06,1.0863e+06,1.1228e+06,1.1571e+06,1.1912e+06,1.2281e+06,1.2654e+06,1.3086e+06,1.3407e+06,1.3788e+06,1.4237e+06,1.4571e+06,1.5064e+06,1.5391e+06,1.5955e+06,1.6448e+06,1.6654e+06,1.7137e+06,1.7577e+06,1.8019e+06,1.8463e+06,1.8974e+06,1.9389e+06,1.983e+06,2.0368e+06,2.078e+06,2.1334e+06,2.1741e+06,2.2421e+06,2.2808e+06,2.3315e+06,2.3832e+06,2.4343e+06,2.4941e+06,2.5449e+06,2.5982e+06,2.6652e+06,2.6993e+06,2.7725e+06
625,700,1900,3300,5300,7600,10200,13600,17400,21900,26800,32700,52900,45000,51800,59300,67400,76000,85300,104000,105300,116200,127600,147100,152200,165300,174700,204800,207800,223100,247400,255500,279500,289800,315100,333900,345600,372800,393000,406600,434800,457000,479400,502700,519100,543400,574900,600500,625500,672800,681100,706800,734700,769600,792800,823700,858700,883800,920900,954500,979500,1.0184e+06,1.2483e+06,1.0882e+06,1.1274e+06,1.158e+06,1.1933e+06,1.2297e+06,1.2666e+06,1.3037e+06,1.3485e+06,1.3812e+06,2.7387e+06,1.4465e+06,1.4858e+06,1.5413e+06,1.5932e+06,1.6304e+06,1.8428e+06,1.7245e+06,1.7671e+06,1.8114e+06,1.8567e+06,1.9004e+06,1.9527e+06,1.9915e+06,2.064e+06,2.4666e+06,2.6681e+06,2.7219e+06,2.7706e+06,2.739e+06,2.9268e+06,3.0079e+06,3.0555e+06,3.1071e+06,3.1789e+06,3.2391e+06,3.3484e+06,3.433e+06,3.4475e+06
626,600,1700,3400,5600,9600,12400,16700,21600,30400,34700,41900,39700,45900,52200,59800,67300,90400,85200,79700,105300,116200,145200,209600,193100,165200,179000,201200,208200,223300,246700,255500,280400,308400,308100,335400,345800,373400,393600,414400,428100,459000,480400,503700,528300,620600,720800,753000,784200,817900,790200,714500,798400,766100,795300,824000,854400,993100,1.1829e+06,1.1872e+06,1.2349e+06,1.2623e+06,1.0568e+06,1.1561e+06,1.1813e+06,1.1477e+06,1.2025e+06,1.2431e+06,1.2668e+06,1.303e+06,1.3465e+06,1.3787e+06,1.4181e+06,1.457e+06,1.4982e+06,1.5408e+06,1.5863e+06,1.8332e+06,2.96e+06,1.7406e+06,2.1235e+06,2.2033e+06,2.3249e+06,2.5529e+06,2.3436e+06,2.4669e+06,2.4876e+06,2.6014e+06,2.7272e+06,2.7336e+06,2.7951e+06,2.8217e+06,2.8605e+06,2.9896e+06,3.1745e+06,3.1095e+06,3.1715e+06,3.2443e+06,3.3187e+06,3.3946e+06,3.4487e+06
627,1400,1700,3600,5900,9000,12400,16800,21600,27100,33500,40300,61100,58000,68000,45200,69200,77600,85900,95500,119700,116200,127700,139700,161100,165200,179000,200600,207800,230600,239100,255800,279600,290000,307900,333700,369500,367100,398700,417300,549900,548100,482900,503600,527400,552200,576000,601400,627400,653800,680800,707900,735900,765700,800000,969300,1.0322e+06,1.1982e+06,1.1453e+06,1.1853e+06,1.2337e+06,1.275e+06,1.3094e+06,1.1467e+06,1.1447e+06,1.2601e+06,1.2277e+06,1.3771e+06,1.2985e+06,1.3022e+06,1.3415e+06,1.3825e+06,1.4286e+06,1.4618e+06,1.5117e+06,1.5626e+06,1.5861e+06,1.6289e+06,1.6699e+06,1.7074e+06,1.7523e+06,1.7953e+06,1.8467e+06,1.8915e+06,1.9508e+06,1.984e+06,2.0367e+06,2.0778e+06,2.1311e+06,2.18e+06,2.2213e+06,2.2791e+06,2.3281e+06,2.3792e+06,2.7547e+06,2.4871e+06,2.5562e+06,2.5872e+06,2.6399e+06,2.7007e+06,2.7555e+06
628,500,1400,2800,4700,7100,10200,13600,17500,21900,26800,32300,38300,44900,51800,59400,67500,76100,85300,95000,112500,116400,127700,139700,159400,165300,178900,211200,208700,239100,239700,266500,273000,299000,309000,335400,346700,387900,395400,415300,428800,458900,481400,504500,528200,552300,576600,602000,627700,654300,684300,713500,739900,767500,829200,826500,862700,887500,924800,950300,982700,1.0221e+06,1.0558e+06,1.0962e+06,1.1247e+06,1.1697e+06,1.2034e+06,1.2396e+06,1.2785e+06,1.3141e+06,1.3582e+06,1.4197e+06,1.4207e+06,1.4712e+06,1.4978e+06,1.5448e+06,1.5864e+06,1.6214e+06,1.6654e+06,1.7152e+06,1.7627e+06,1.8029e+06,2.0522e+06,2.2667e+06,2.3431e+06,2.4411e+06,2.2289e+06,2.7787e+06,2.7183e+06,2.7562e+06,2.7047e+06,2.8169e+06,2.9147e+06,2.9534e+06,2.9585e+06,3.0313e+06,3.1116e+06,3.2215e+06,3.3632e+06,3.4191e+06,3.4921e+06
629,700,1700,4300,6700,9700,13400,18100,24100,28100,34900,41500,39700,46200,53500,61100,69100,76900,85800,95200,120700,116200,127600,139700,161200,165300,179000,200800,207900,224500,239800,320000,340600,362300,385100,408200,432200,488300,482400,508400,534800,578600,590600,526200,531500,616400,722400,754000,785500,819000,854500,916100,922700,965400,993400,1.0306e+06,1.0886e+06,1.1074e+06,1.1539e+06,1.1578e+06,1.2266e+06,1.2056e+06,1.2742e+06,1.3162e+06,1.4043e+06,1.4873e+06,1.3025e+06,1.3459e+06,1.3048e+06,1.434e+06,1.6878e+06,1.6916e+06,1.7446e+06,1.7755e+06,1.8185e+06,1.8592e+06,1.8743e+06,1.7483e+06,1.7168e+06,1.7259e+06,1.7687e+06,1.8126e+06,1.8567e+06,1.9026e+06,1.9465e+06,1.9997e+06,2.0416e+06,2.0947e+06,2.1376e+06,2.3664e+06,2.5075e+06,2.7992e+06,2.8675e+06,3.0065e+06,3.0888e+06,3.1205e+06,3.1847e+06,3.1001e+06,3.2817e+06,3.2347e+06,3.4265e+06
630,900,2200,3200,5200,7600,10200,13800,32100,22100,27000,32700,38500,45000,51800,59400,67500,85200,96200,96300,107200,100500,129300,141400,177700,167300,191900,194300,208700,223900,239800,265000,273300,298800,308900,327500,354900,366400,394800,415600,436900,451100,511000,514000,532500,560700,579100,601100,626100,652500,679400,706800,741400,763200,792700,828700,852600,933900,961800,951000,985000,1.0128e+06,1.0533e+06,1.0862e+06,1.121e+06,1.1561e+06,1.1919e+06,1.2385e+06,1.2653e+06,1.3111e+06,1.3402e+06,1.3785e+06,1.4183e+06,1.4642e+06,1.4979e+06,1.5504e+06,1.586e+06,1.622e+06,1.6772e+06,1.7206e+06,1.7567e+06,1.8012e+06,1.8456e+06,1.8984e+06,1.9435e+06,1.9778e+06,2.0297e+06,2.0845e+06,2.1251e+06,2.1834e+06,2.2494e+06,2.2816e+06,2.3311e+06,2.3784e+06,2.4317e+06,2.4925e+06,2.5334e+06,2.5889e+06,2.6404e+06,2.6942e+06,2.7565e+06
631,500,1400,2800,4600,7000,10000,13300,17400,21800,26800,32300,38400,44800,51900,59400,67500,76200,85300,97300,110400,116200,127600,139800,152200,165400,179000,200400,207800,230300,239200,262600,272600,299100,308200,334100,345700,372900,393000,406800,428200,457400,479700,502800,526700,552800,577100,602100,627700,654600,681200,708500,738500,771600,793000,828600,853000,891300,914500,953100,981500,1.0234e+06,1.0524e+06,1.0862e+06,1.1241e+06,1.1563e+06,1.1918e+06,1.2282e+06,1.2656e+06,1.3023e+06,1.3404e+06,1.3823e+06,1.4182e+06,1.4639e+06,1.5134e+06,1.5473e+06,1.5818e+06,1.6234e+06,1.6726e+06,1.7162e+06,1.76e+06,1.8133e+06,1.8507e+06,1.8949e+06,1.9408e+06,1.9897e+06,2.0405e+06,2.1109e+06,2.1437e+06,2.1906e+06,2.2368e+06,2.2896e+06,2.334e+06,2.3847e+06,2.4422e+06,3.4283e+06,2.5822e+06,2.5981e+06,2.6491e+06,2.7253e+06,2.7641e+06
